date,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Air temperature  (°C) ,Atmosphere (hpa),Relative humidity (%),Power (MW)
2019/10/26 2:00,0,1,0,2.7,923.3,23.3,0
2019/10/26 2:15,0,0,0,2.9,923.3,23.5,0
2019/10/26 2:30,0,1,0,3.1,923.3,22.9,0
2019/10/26 2:45,0,0,0,3,923.2,22.7,0
2019/10/26 3:00,0,0,0,3.4,923.1,22.6,0
2019/10/26 3:15,0,0,0,3,922.9,23.1,0
2019/10/26 3:30,0,0,0,3.2,922.7,22.7,0
2019/10/26 3:45,0,1,0,3,922.7,23.2,0
2019/10/26 4:00,0,1,0,3.1,922.7,22.3,0
2019/10/26 4:15,0,1,0,2.9,922.5,22.9,0
2019/10/26 4:30,0,1,0,2.8,922.5,23.4,0
2019/10/26 4:45,0,0,0,3.2,922.6,22.3,0
2019/10/26 5:00,0,2,0,2.4,922.5,23.7,0
2019/10/26 5:15,0,0,0,2.5,922.5,23.6,0
2019/10/26 5:30,0,1,0,2.1,922.5,24.7,0
2019/10/26 5:45,0,0,0,2,922.4,25.5,0
2019/10/26 6:00,0,0,0,1.9,922.2,25.5,0
2019/10/26 6:15,0,0,0,1.8,922.2,25.8,0
2019/10/26 6:30,0,0,0,1.9,922,26.1,0
2019/10/26 6:45,0,0,0,1.9,922.2,26.4,0
2019/10/26 7:00,0,1,0,1.7,922.4,26.3,0
2019/10/26 7:15,0,0,0,1.6,922.3,27.9,0
2019/10/26 7:30,0,1,0,1.2,922.1,27.5,0
2019/10/26 7:45,0,0,0,1.3,922.1,28.1,0
2019/10/26 8:00,5,0,3,1.3,922.2,28,0
2019/10/26 8:15,28,12,14,1.4,922.2,27.7,0.33
2019/10/26 8:30,79,78,28,2.1,922.2,26.8,1.54
2019/10/26 8:45,163,184,41,2.1,922.2,26.4,4.36
2019/10/26 9:00,250,275,50,2.5,922.1,25.7,8.26
2019/10/26 9:15,351,363,60,3.5,922.1,23.9,12.23
2019/10/26 9:30,438,425,66,4.2,922,23.4,15.93
2019/10/26 9:45,520,483,72,5.1,922.1,21.6,19.44
2019/10/26 10:00,583,519,76,6.2,921.9,20.1,22.77
2019/10/26 10:15,644,559,81,7.3,921.9,18.1,25.73
2019/10/26 10:30,697,587,85,8.4,921.6,16.4,28.32
2019/10/26 10:45,751,616,87,9.4,921.5,14.8,30.95
2019/10/26 11:00,805,644,90,10.2,921.4,12.9,33.03
2019/10/26 11:15,855,655,93,10.6,921,12,34.71
2019/10/26 11:30,901,663,95,11.6,920.9,11.6,36.19
2019/10/26 11:45,947,686,96,12,920.9,11.5,37.59
2019/10/26 12:00,984,701,95,12.7,920.5,11.2,38.92
2019/10/26 12:15,1016,711,96,12.7,920.4,10.7,39.82
2019/10/26 12:30,1036,695,103,13.1,920.3,10.6,40.51
2019/10/26 12:45,1062,671,105,13.4,920,9.9,41.13
2019/10/26 13:00,1092,670,112,13.9,919.9,8.8,41.6
2019/10/26 13:15,1085,642,194,13.4,919.5,9.7,41.85
2019/10/26 13:30,1096,643,133,13.9,919.4,9.3,41.89
2019/10/26 13:45,1065,619,115,13.6,919,9.9,41.63
2019/10/26 14:00,1028,582,112,14.4,918.9,8.2,41.16
2019/10/26 14:15,1011,574,112,14.5,918.8,7.8,40.18
2019/10/26 14:30,985,560,111,14.2,918.5,8.6,39.53
2019/10/26 14:45,950,533,105,14.8,918.1,7.6,38.67
2019/10/26 15:00,910,516,100,15.1,917.5,7.2,37.59
2019/10/26 15:15,855,481,99,14.5,917.7,7.9,36.11
2019/10/26 15:30,802,456,98,14.3,917.5,7.9,34.1
2019/10/26 15:45,743,424,93,14.5,917.2,8.2,32.4
2019/10/26 16:00,698,383,88,14.5,917,8.2,30.32
2019/10/26 16:15,644,342,84,14.1,916.7,8.7,27.83
2019/10/26 16:30,595,312,78,14.3,916.8,8.4,25.11
2019/10/26 16:45,543,271,71,14.3,916.7,8.8,22.2
2019/10/26 17:00,462,233,64,14.4,916.6,8.8,18.86
2019/10/26 17:15,389,207,56,14.2,916.6,9,15.6
2019/10/26 17:30,294,162,48,14.1,916.7,8.7,11.93
2019/10/26 17:45,188,103,38,13.7,916.5,9,7.74
2019/10/26 18:00,99,52,28,13.2,916.7,9.1,3.95
2019/10/26 18:15,36,14,15,12.8,916.7,10.2,1.32
2019/10/26 18:30,6,2,4,12.2,916.8,10.9,0.18
2019/10/26 18:45,0,1,0,11.8,916.9,11.4,0
2019/10/26 19:00,0,1,0,11.2,917,12.1,0
2019/10/26 19:15,0,1,0,11.3,917,12.3,0
2019/10/26 19:30,0,0,0,11,917.2,12.7,0
2019/10/26 19:45,0,1,0,10.4,917.4,13.3,0
2019/10/26 20:00,0,1,0,10,917.5,14.3,0
2019/10/26 20:15,0,0,0,10.1,917.5,14.1,0
2019/10/26 20:30,0,2,0,9.3,917.6,15.1,0
2019/10/26 20:45,0,0,0,9.1,917.7,15.4,0
2019/10/26 21:00,0,0,0,8.9,917.9,15.9,0
2019/10/26 21:15,0,1,0,8.3,918,17.8,0
2019/10/26 21:30,0,1,0,7.6,918,18.9,0
2019/10/26 21:45,0,0,0,7.7,917.9,18.9,0
2019/10/26 22:00,0,1,0,7.2,918.2,19,0
2019/10/26 22:15,0,0,0,7.1,918.2,19.7,0
2019/10/26 22:30,0,1,0,7,918.3,20,0
2019/10/26 22:45,0,0,0,7.3,918.3,19.3,0
2019/10/26 23:00,0,1,0,6.9,918.5,19.6,0
2019/10/26 23:15,0,1,0,6.5,918.6,20.4,0
2019/10/26 23:30,0,0,0,6.6,918.7,20.4,0
2019/10/26 23:45,0,1,0,6.4,918.8,20.2,0
2019/10/27 0:00,0,0,0,6.2,918.9,20.8,0
2019/10/27 0:15,0,1,0,6.1,918.8,21.3,0
2019/10/27 0:30,0,0,0,5.9,918.7,21.1,0
2019/10/27 0:45,0,1,0,5.9,918.7,20.9,0
2019/10/27 1:00,0,1,0,5.6,918.9,20.7,0
2019/10/27 1:15,0,0,0,5.6,919.1,20.8,0
2019/10/27 1:30,0,0,0,5.5,918.9,21.3,0
2019/10/27 1:45,0,0,0,5.6,918.9,21.4,0
2019/10/27 2:00,0,0,0,6.1,918.9,21.6,0
2019/10/27 2:15,0,0,0,5.7,918.8,22.2,0
2019/10/27 2:30,0,0,0,5.7,918.8,22.1,0
2019/10/27 2:45,0,0,0,5.8,918.8,23.2,0
2019/10/27 3:00,0,1,0,5.6,918.7,23.3,0
2019/10/27 3:15,0,1,0,5.3,918.8,23.9,0
2019/10/27 3:30,0,1,0,5.3,918.9,25,0
2019/10/27 3:45,0,0,0,5.4,918.9,24.9,0
2019/10/27 4:00,0,0,0,5.9,919,25.1,0
2019/10/27 4:15,0,0,0,5.7,919,25.5,0
2019/10/27 4:30,0,0,0,5.7,918.6,26.1,0
2019/10/27 4:45,0,0,0,5.2,918.5,27.6,0
2019/10/27 5:00,0,0,0,5,918.6,28.3,0
2019/10/27 5:15,0,1,0,5.1,918.6,28.4,0
2019/10/27 5:30,0,0,0,4.8,918.5,28.9,0
2019/10/27 5:45,0,0,0,5.7,918.4,27.7,0
2019/10/27 6:00,0,0,0,5.5,918.5,27.4,0
2019/10/27 6:15,0,0,0,5.3,919,27.8,0
2019/10/27 6:30,0,1,0,4.7,919.5,29.1,0
2019/10/27 6:45,0,0,0,4.8,919.8,29.1,0
2019/10/27 7:00,0,0,0,5,919.8,27.8,0
2019/10/27 7:15,0,1,0,4.9,920,28.3,0
2019/10/27 7:30,0,1,0,5,920.2,28.7,0
2019/10/27 7:45,0,0,0,4.2,920.2,30.6,0
2019/10/27 8:00,5,1,3,4,920.3,31.5,0
2019/10/27 8:15,16,1,10,3.8,920.6,31.1,0.2
2019/10/27 8:30,50,17,26,4.2,920.9,31,1.18
2019/10/27 8:45,116,76,43,4.3,921.3,30.2,3.18
2019/10/27 9:00,205,169,56,4.1,921.3,31.1,6.24
2019/10/27 9:15,300,246,69,5,921.3,29.7,10.28
2019/10/27 9:30,382,303,76,5.7,921.5,28.2,13.61
2019/10/27 9:45,474,361,86,6.8,921.7,25.8,17.4
2019/10/27 10:00,559,429,92,7.9,921.9,23.5,20.67
2019/10/27 10:15,612,455,97,8.4,922.1,22.2,24
2019/10/27 10:30,661,467,107,9.4,922.2,20.1,26.41
2019/10/27 10:45,722,494,113,9.9,922.3,19.3,28.86
2019/10/27 11:00,747,482,120,10.3,922.3,18.5,30.62
2019/10/27 11:15,793,497,122,11,922,17.2,33.24
2019/10/27 11:30,834,493,132,11.7,922.1,15.9,34.17
2019/10/27 11:45,863,496,135,11.9,922.1,15.7,35.31
2019/10/27 12:00,909,512,142,11.9,922,15.1,36.62
2019/10/27 12:15,942,516,144,11.9,921.8,15.3,37.55
2019/10/27 12:30,954,511,142,12.2,922,14.3,36.57
2019/10/27 12:45,986,499,144,12.7,921.9,13.9,37.67
2019/10/27 13:00,1024,8,151,12.9,921.7,13.6,39.94
2019/10/27 13:15,1011,0,213,13.4,921.9,13.1,40.09
2019/10/27 13:30,1023,674,159,12.8,921.6,13.7,36.84
2019/10/27 13:45,997,662,137,12.7,921.7,13.9,33.58
2019/10/27 14:00,965,652,131,13.2,921.6,13.2,33.74
2019/10/27 14:15,953,675,121,14,921.2,12.2,35.55
2019/10/27 14:30,923,663,121,14,921.2,13,36.61
2019/10/27 14:45,884,646,118,13.4,921,13.9,32.7
2019/10/27 15:00,868,668,111,13.6,920.9,13.6,34.08
2019/10/27 15:15,809,634,109,13.6,920.6,13.2,34.38
2019/10/27 15:30,750,610,102,14.4,920.6,12.5,32.53
2019/10/27 15:45,710,608,97,14.5,920.4,12.2,30.68
2019/10/27 16:00,655,578,92,14.7,920.4,12.2,28.69
2019/10/27 16:15,598,538,84,14.8,920.3,12,26.18
2019/10/27 16:30,551,509,82,14.4,920.3,12.1,23.31
2019/10/27 16:45,496,481,72,14.7,920.2,11.4,20.69
2019/10/27 17:00,422,430,63,14.7,920.3,11.7,17.71
2019/10/27 17:15,348,374,57,14.3,920.4,12.2,14.23
2019/10/27 17:30,254,267,50,14.3,920.4,12.4,10.3
2019/10/27 17:45,164,178,40,13.9,920.6,12.3,6.65
2019/10/27 18:00,80,72,27,13.8,920.8,11.9,3.16
2019/10/27 18:15,28,13,13,13.7,920.7,12.4,1.12
2019/10/27 18:30,4,1,2,13.2,920.8,12.8,0.11
2019/10/27 18:45,0,1,0,12.8,920.7,13.2,0
2019/10/27 19:00,0,0,0,12.6,920.7,13.2,0
2019/10/27 19:15,0,0,0,12.5,920.9,13.6,0
2019/10/27 19:30,0,0,0,12.4,921,13.5,0
2019/10/27 19:45,0,0,0,12.4,921.2,13.8,0
2019/10/27 20:00,0,1,0,12.2,921.2,14.2,0
2019/10/27 20:15,0,1,0,11.1,921.2,14.8,0
2019/10/27 20:30,0,0,0,10.7,921.5,16.5,0
2019/10/27 20:45,0,1,0,10.4,921.4,16.9,0
2019/10/27 21:00,0,0,0,10.2,921.1,18,0
2019/10/27 21:15,0,1,0,10,921.2,17.8,0
2019/10/27 21:30,0,1,0,9.6,921.2,19.1,0
2019/10/27 21:45,0,1,0,8.9,921,20.1,0
2019/10/27 22:00,0,1,0,8.5,920.9,21.2,0
2019/10/27 22:15,0,0,0,8.4,921,21.3,0
2019/10/27 22:30,0,0,0,8.2,920.9,22.1,0
2019/10/27 22:45,0,0,0,8.4,921.1,21.6,0
2019/10/27 23:00,0,1,0,8,921.2,22.7,0
2019/10/27 23:15,0,0,0,7.4,921.2,23.2,0
2019/10/27 23:30,0,1,0,7,921,24,0
2019/10/27 23:45,0,0,0,7,921,24.5,0
2019/10/28 0:00,0,0,0,6.7,921,25.1,0
2019/10/28 0:15,0,1,0,6.5,920.9,25.2,0
2019/10/28 0:30,0,0,0,7,920.7,25.1,0
2019/10/28 0:45,0,1,0,7,920.5,25.2,0
2019/10/28 1:00,0,0,0,7,920.4,25.5,0
2019/10/28 1:15,0,0,0,6.8,920.2,25.4,0
2019/10/28 1:30,0,1,0,6,920.1,26.8,0
2019/10/28 1:45,0,0,0,6.1,920,26.9,0
2019/10/28 2:00,0,1,0,6.4,919.9,25.6,0
2019/10/28 2:15,0,0,0,6.7,919.9,24.6,0
2019/10/28 2:30,0,0,0,7.2,919.8,23.9,0
2019/10/28 2:45,0,0,0,7,919.5,24,0
2019/10/28 3:00,0,1,0,6.6,919.4,24.3,0
2019/10/28 3:15,0,1,0,6.3,919.2,25.3,0
2019/10/28 3:30,0,0,0,6.4,919.1,24.6,0
2019/10/28 3:45,0,1,0,6.2,919,25.1,0
2019/10/28 4:00,0,1,0,5.8,918.9,25.9,0
2019/10/28 4:15,0,0,0,5.7,919,26.4,0
2019/10/28 4:30,0,0,0,6,918.8,25.7,0
2019/10/28 4:45,0,1,0,5.4,918.4,26.9,0
2019/10/28 5:00,0,0,0,5.4,918.5,27.1,0
2019/10/28 5:15,0,0,0,5.3,918.3,27.4,0
2019/10/28 5:30,0,0,0,5.4,918.2,27.1,0
2019/10/28 5:45,0,0,0,6.1,918.1,25.8,0
2019/10/28 6:00,0,0,0,6.1,918.2,25.6,0
2019/10/28 6:15,0,0,0,5.9,918.1,26,0
2019/10/28 6:30,0,0,0,5.8,918.1,26.2,0
2019/10/28 6:45,0,0,0,5.8,918,26,0
2019/10/28 7:00,0,1,0,5.4,918.1,26.5,0
2019/10/28 7:15,0,0,0,5.8,918,26.6,0
2019/10/28 7:30,0,1,0,4.8,917.8,28.3,0
2019/10/28 7:45,0,0,0,4.6,918,28.7,0
2019/10/28 8:00,4,0,2,4.7,918,29.1,0
2019/10/28 8:15,26,8,13,4.7,918,28.9,0.27
2019/10/28 8:30,80,68,27,4.9,918,28.4,1.39
2019/10/28 8:45,154,151,40,5.3,918,27.8,3.8
2019/10/28 9:00,239,233,50,6,918.1,26.2,7.43
2019/10/28 9:15,326,302,60,6.7,918.1,25.4,11.33
2019/10/28 9:30,415,377,67,7.2,918.1,23.8,15.07
2019/10/28 9:45,501,454,73,7.9,918.1,23,18.71
2019/10/28 10:00,578,523,77,9,918,20.8,21.97
2019/10/28 10:15,641,575,82,9.7,918,19.8,24.87
2019/10/28 10:30,693,619,86,11.1,918.1,17.7,27.66
2019/10/28 10:45,747,661,88,12.1,917.8,15.8,30.05
2019/10/28 11:00,798,689,90,13.4,917.6,13.9,32.29
2019/10/28 11:15,852,717,93,14.1,917.7,12.8,34.26
2019/10/28 11:30,899,734,95,14.3,917.6,12.5,35.88
2019/10/28 11:45,940,749,96,15,917.4,12,37.27
2019/10/28 12:00,980,769,96,15.9,917.4,11.1,38.53
2019/10/28 12:15,1009,777,100,15.5,917.2,10.9,39.44
2019/10/28 12:30,1032,780,101,16.3,917.1,10.1,40.19
2019/10/28 12:45,1054,785,106,16.1,917.1,10,40.68
2019/10/28 13:00,1070,783,113,16.6,917,9.9,41.13
2019/10/28 13:15,1085,789,195,16.6,916.7,9.5,41.24
2019/10/28 13:30,1080,782,131,17,916.5,8.9,41.08
2019/10/28 13:45,1051,765,112,17,916.2,8.9,40.91
2019/10/28 14:00,1022,762,104,17.3,916.2,8.8,40.52
2019/10/28 14:15,1008,777,100,17.2,916,8.6,40.05
2019/10/28 14:30,987,782,97,17.1,915.8,8.2,39.29
2019/10/28 14:45,958,778,93,17.1,915.7,9,38.55
2019/10/28 15:00,906,756,89,17.2,915.6,8.7,37.42
2019/10/28 15:15,852,741,84,17.2,915.4,8.8,36.24
2019/10/28 15:30,804,732,83,16.7,915.2,8.8,34.5
2019/10/28 15:45,744,700,79,17,915.3,7.8,32.37
2019/10/28 16:00,695,680,75,17.2,915.2,7.5,30.24
2019/10/28 16:15,636,626,73,17,915,8.1,27.78
2019/10/28 16:30,591,599,68,17.1,915.1,7.7,24.93
2019/10/28 16:45,531,556,63,16.8,915.3,8.3,22
2019/10/28 17:00,452,464,58,16.9,915.3,8.2,18.58
2019/10/28 17:15,370,406,51,16.4,915.2,8.3,15.04
2019/10/28 17:30,279,339,43,16.3,915.2,8.8,11.34
2019/10/28 17:45,190,258,34,16.1,915.2,8.7,7.51
2019/10/28 18:00,106,151,24,15.8,915.2,9.7,3.46
2019/10/28 18:15,30,24,11,15.3,915.4,10.2,1.04
2019/10/28 18:30,3,1,2,14.6,915.4,10.8,0.06
2019/10/28 18:45,0,1,0,14.1,915.4,11.5,0
2019/10/28 19:00,0,1,0,14.1,915.3,11.4,0
2019/10/28 19:15,0,1,0,13.7,915.6,12,0
2019/10/28 19:30,0,0,0,13.6,915.7,12.1,0
2019/10/28 19:45,0,1,0,13.5,915.8,12.7,0
2019/10/28 20:00,0,0,0,13,915.9,13.2,0
2019/10/28 20:15,0,2,0,12.2,916,13.9,0
2019/10/28 20:30,0,1,0,12.2,916.3,14,0
2019/10/28 20:45,0,1,0,11.6,916.3,14.3,0
2019/10/28 21:00,0,0,0,11.5,916.3,14.9,0
2019/10/28 21:15,0,0,0,11.2,916.5,15,0
2019/10/28 21:30,0,0,0,10.9,916.6,15.9,0
2019/10/28 21:45,0,1,0,10.4,916.6,16.6,0
2019/10/28 22:00,0,0,0,10.4,916.7,16.4,0
2019/10/28 22:15,0,2,0,9.1,917,18.4,0
2019/10/28 22:30,0,1,0,9,917.1,18.4,0
2019/10/28 22:45,0,1,0,8.4,917.2,19.7,0
2019/10/28 23:00,0,1,0,7.8,917.4,20.5,0
2019/10/28 23:15,0,0,0,8,917.5,20.3,0
2019/10/28 23:30,0,1,0,7.7,917.5,20.8,0
2019/10/28 23:45,0,1,0,7.2,917.7,21.6,0
2019/10/29 0:00,0,0,0,7,917.7,21.8,0
2019/10/29 0:15,0,1,0,6.6,917.7,22.4,0
2019/10/29 0:30,0,0,0,6.9,917.9,22,0
2019/10/29 0:45,0,0,0,6.7,917.9,22.2,0
2019/10/29 1:00,0,1,0,6.3,917.9,22.5,0
2019/10/29 1:15,0,0,0,6.6,918,21.8,0
2019/10/29 1:30,0,0,0,6.6,918,22.4,0
2019/10/29 1:45,0,0,0,6.2,917.9,23.2,0
2019/10/29 2:00,0,0,0,6.6,918,22.6,0
2019/10/29 2:15,0,0,0,6.7,918.1,22.8,0
2019/10/29 2:30,0,1,0,6.8,918,22.6,0
2019/10/29 2:45,0,1,0,6.6,918,23.8,0
2019/10/29 3:00,0,0,0,6.6,918.1,23.7,0
2019/10/29 3:15,0,0,0,6.8,918.5,23.7,0
2019/10/29 3:30,0,1,0,6.3,918.6,24.8,0
2019/10/29 3:45,0,1,0,5.5,918.5,26.1,0
2019/10/29 4:00,0,0,0,5.4,918.6,26.8,0
2019/10/29 4:15,0,0,0,5.6,918.7,26.6,0
2019/10/29 4:30,0,1,0,5.4,918.7,27.1,0
2019/10/29 4:45,0,0,0,4.9,918.6,28.3,0
2019/10/29 5:00,0,1,0,4.9,918.9,28.5,0
2019/10/29 5:15,0,0,0,4.6,918.8,29.2,0
2019/10/29 5:30,0,0,0,4.9,918.9,28.8,0
2019/10/29 5:45,0,0,0,5,919,28.9,0
2019/10/29 6:00,0,0,0,5.2,919.1,28.5,0
2019/10/29 6:15,0,0,0,4.8,919.1,29.2,0
2019/10/29 6:30,0,1,0,4.2,919.3,29.9,0
2019/10/29 6:45,0,0,0,4.4,919.4,30.2,0
2019/10/29 7:00,0,0,0,4.6,919.5,29.6,0
2019/10/29 7:15,0,0,0,4.9,919.5,29.1,0
2019/10/29 7:30,0,0,0,4.9,919.6,29,0
2019/10/29 7:45,0,0,0,5,919.6,27.9,0
2019/10/29 8:00,5,1,3,4.6,919.7,28.9,0
2019/10/29 8:15,26,6,14,3.8,919.8,30.7,0.29
2019/10/29 8:30,98,87,36,4.5,919.7,30.1,1.75
2019/10/29 8:45,74,28,34,5.1,920.1,28.1,3.42
2019/10/29 9:00,69,31,26,5,920.2,28,3.25
2019/10/29 9:15,285,317,46,5.3,920.7,27.8,7.35
2019/10/29 9:30,450,494,56,6,920.8,26.8,16.3
2019/10/29 9:45,521,551,60,7,921,25.6,19.64
2019/10/29 10:00,587,613,63,8.1,921.1,24,22.6
2019/10/29 10:15,653,681,64,8.9,921.2,23.9,25.77
2019/10/29 10:30,701,719,65,10,921.1,23,28.58
2019/10/29 10:45,755,756,67,10.9,921.1,22.9,31.08
2019/10/29 11:00,800,775,70,11,921.2,24.5,33.19
2019/10/29 11:15,849,786,73,11.3,921,23.8,35.06
2019/10/29 11:30,894,793,78,11.5,921,22.9,36.7
2019/10/29 11:45,932,793,81,11.9,921,21.1,37.93
2019/10/29 12:00,979,817,82,11.8,921.3,20.8,39.13
2019/10/29 12:15,994,805,85,12.5,921,20.5,40.13
2019/10/29 12:30,1018,813,87,12.6,921.1,19.5,40.88
2019/10/29 12:45,1043,818,90,12.7,921.2,19.7,41.45
2019/10/29 13:00,1059,824,97,13.2,921,19.5,41.85
2019/10/29 13:15,1072,826,181,13.7,920.8,17.3,41.89
2019/10/29 13:30,1071,828,115,14.1,920.7,15.7,41.74
2019/10/29 13:45,1050,824,91,14.1,920.5,15.7,38.74
2019/10/29 14:00,1024,816,86,14.4,920.4,14.6,32.24
2019/10/29 14:15,991,807,84,14.2,920.4,15.5,28.76
2019/10/29 14:30,963,803,83,14.5,920.1,14.2,27.9
2019/10/29 14:45,926,792,81,14,920,14.9,28.33
2019/10/29 15:00,886,785,77,14.4,920,14.3,28.78
2019/10/29 15:15,827,754,77,14.5,919.9,13.6,29.67
2019/10/29 15:30,770,732,75,14.7,920,13.9,32.43
2019/10/29 15:45,713,701,72,14.8,919.8,13.8,31.78
2019/10/29 16:00,669,692,68,14.8,919.7,13.6,29.89
2019/10/29 16:15,614,645,64,15.1,919.9,13.8,27.36
2019/10/29 16:30,569,626,61,15,919.7,13.8,24.43
2019/10/29 16:45,505,503,59,14.8,919.8,14.1,21.28
2019/10/29 17:00,430,462,53,15,919.8,14.3,18.1
2019/10/29 17:15,355,419,46,15,919.9,14.5,14.65
2019/10/29 17:30,266,350,39,15.1,920,14.5,10.98
2019/10/29 17:45,183,284,31,14.9,920,14.6,7.1
2019/10/29 18:00,102,165,22,14.8,919.9,14.8,3.13
2019/10/29 18:15,37,56,11,14.3,920,15.8,0.99
2019/10/29 18:30,4,2,1,13.7,920.1,16.5,0.06
2019/10/29 18:45,0,1,0,13.6,920.3,16.8,0
2019/10/29 19:00,0,0,0,13.2,920.2,17.7,0
2019/10/29 19:15,0,1,0,12.9,920.5,17.7,0
2019/10/29 19:30,0,1,0,12.8,920.5,18.2,0
2019/10/29 19:45,0,0,0,12.8,920.6,18.1,0
2019/10/29 20:00,0,0,0,12.8,921,18.3,0
2019/10/29 20:15,0,1,0,12.4,921,18.7,0
2019/10/29 20:30,0,1,0,12.1,921.1,19.4,0
2019/10/29 20:45,0,1,0,11.4,921.2,20.1,0
2019/10/29 21:00,0,0,0,11.1,921.2,21.1,0
2019/10/29 21:15,0,1,0,10,921.3,22.5,0
2019/10/29 21:30,0,1,0,9.5,921.3,24.7,0
2019/10/29 21:45,0,0,0,9,921.5,25.7,0
2019/10/29 22:00,0,0,0,9.2,921.5,25.8,0
2019/10/29 22:15,0,0,0,8.8,921.5,26.9,0
2019/10/29 22:30,0,0,0,8.9,921.5,27,0
2019/10/29 22:45,0,1,0,8.6,921.5,28,0
2019/10/29 23:00,0,1,0,8.5,921.7,27.4,0
2019/10/29 23:15,0,0,0,8.2,921.6,28.4,0
2019/10/29 23:30,0,1,0,7.9,921.7,28.9,0
2019/10/29 23:45,0,0,0,8.4,921.6,28.2,0
2019/10/30 0:00,0,0,0,8.2,921.6,29.5,0
2019/10/30 0:15,0,1,0,8.1,921.5,29.4,0
2019/10/30 0:30,0,0,0,8,921.4,30.5,0
2019/10/30 0:45,0,1,0,7.8,921.4,30.9,0
2019/10/30 1:00,0,0,0,7.8,921.3,31.2,0
2019/10/30 1:15,0,1,0,7.6,921.2,31,0
2019/10/30 1:30,0,0,0,7.2,921.3,32.1,0
2019/10/30 1:45,0,1,0,6.9,921.4,32.8,0
2019/10/30 2:00,0,1,0,6.8,921.3,32.8,0
2019/10/30 2:15,0,1,0,6.4,921.4,33.5,0
2019/10/30 2:30,0,0,0,6.4,921.4,33.4,0
2019/10/30 2:45,0,0,0,6.3,921.3,33.7,0
2019/10/30 3:00,0,0,0,6.3,921.2,33.3,0
2019/10/30 3:15,0,0,0,6.4,921.2,32.6,0
2019/10/30 3:30,0,0,0,7,921.1,30.6,0
2019/10/30 3:45,0,0,0,7.1,921.1,29.9,0
2019/10/30 4:00,0,1,0,6.6,920.9,31.2,0
2019/10/30 4:15,0,0,0,6.5,920.9,31.5,0
2019/10/30 4:30,0,1,0,6.5,920.8,31,0
2019/10/30 4:45,0,0,0,6.3,920.7,31.5,0
2019/10/30 5:00,0,0,0,6.2,920.8,32.2,0
2019/10/30 5:15,0,0,0,6.3,920.7,32.1,0
2019/10/30 5:30,0,0,0,6.4,920.7,31.1,0
2019/10/30 5:45,0,1,0,6.2,920.7,32,0
2019/10/30 6:00,0,0,0,5.7,920.8,33.4,0
2019/10/30 6:15,0,1,0,5.5,920.8,34.4,0
2019/10/30 6:30,0,0,0,5.5,920.7,34.6,0
2019/10/30 6:45,0,0,0,5.9,920.6,33.9,0
2019/10/30 7:00,0,0,0,5.9,920.7,33.7,0
2019/10/30 7:15,0,0,0,6.2,920.7,33.6,0
2019/10/30 7:30,0,1,0,6,920.6,33.9,0
2019/10/30 7:45,0,0,0,5.9,920.7,34.3,0
2019/10/30 8:00,3,0,1,5.8,920.7,34.9,0
2019/10/30 8:15,25,22,10,6,920.8,34.3,0.16
2019/10/30 8:30,88,133,22,6.2,920.8,33.8,1.2
2019/10/30 8:45,165,236,32,6.4,920.8,33.5,3.64
2019/10/30 9:00,248,329,40,6.7,920.7,33.2,7.66
2019/10/30 9:15,348,434,47,7.2,920.8,32.1,11.83
2019/10/30 9:30,442,519,52,8,920.7,30.3,15.84
2019/10/30 9:45,514,572,57,9,920.8,28.4,19.26
2019/10/30 10:00,581,619,61,10.4,920.8,25.6,22.44
2019/10/30 10:15,645,672,64,11.7,920.6,23.3,25.42
2019/10/30 10:30,694,703,67,12.6,920.6,21.1,28.08
2019/10/30 10:45,745,732,70,13.2,920.3,19.1,30.45
2019/10/30 11:00,796,758,72,14.1,920.2,18.2,32.47
2019/10/30 11:15,844,773,74,14.9,920,16.4,34.3
2019/10/30 11:30,897,795,76,15.1,920,16.1,35.91
2019/10/30 11:45,936,799,79,15.5,919.9,15.3,37.32
2019/10/30 12:00,978,817,79,16.2,919.7,14.2,38.59
2019/10/30 12:15,1006,819,82,16.8,919.6,12.6,39.72
2019/10/30 12:30,1031,819,85,17.1,919.5,12.3,40.22
2019/10/30 12:45,1054,821,88,17.3,919.2,11,40.72
2019/10/30 13:00,1077,832,95,17.7,919,10.4,41.1
2019/10/30 13:15,1081,825,181,17.8,919,10,41.24
2019/10/30 13:30,1078,832,109,17.9,918.6,9.4,41.26
2019/10/30 13:45,1061,828,85,18.2,918.5,9,41.19
2019/10/30 14:00,1042,832,80,17.7,918.2,9.3,41.06
2019/10/30 14:15,1008,823,76,18.2,918.1,8.5,40.52
2019/10/30 14:30,976,811,76,18.1,917.8,9.5,39.69
2019/10/30 14:45,941,796,73,18.4,917.6,9.1,38.54
2019/10/30 15:00,889,762,75,18.2,917.5,8.8,37.36
2019/10/30 15:15,845,751,71,18.1,917.4,8.4,35.99
2019/10/30 15:30,785,723,70,18.4,917.2,8.3,34.22
2019/10/30 15:45,732,705,67,18.1,917.1,8.5,32.45
2019/10/30 16:00,690,692,63,18,917,8.9,30.41
2019/10/30 16:15,649,661,58,18.1,917,8.5,28.02
2019/10/30 16:30,594,627,54,17.9,916.8,9.2,25.3
2019/10/30 16:45,532,523,51,17.6,916.8,9.2,22.22
